zcta,Total,Householder who is White alone,Householder who is Black or African American alone,Householder who is American Indian and Alaska Native alone,Householder who is Asian alone,Householder who is Native Hawaiian and Other Pacific Islander alone,Householder who is Some Other Race alone,Householder who is Two or More Races
13021,16960,16139,495,49,73,4,55,145
14517,1160,1142,2,2,2,0,3,9
12574,156,145,4,0,2,0,1,4
10009,30182,20824,2491,115,3503,10,2206,1033
14779,2957,2350,16,497,11,2,21,60
14608,5230,1496,3172,35,151,5,196,175
10065,18544,16372,276,10,1452,3,190,241
12936,276,271,0,0,1,0,0,4
11951,4460,3789,366,17,53,2,139,94
13847,29,28,0,0,0,0,0,1
13624,1939,1904,16,3,1,0,2,13
12308,5862,4275,888,23,201,3,260,212
12473,340,338,0,0,0,0,0,2
12581,949,910,10,4,5,0,12,8
13454,291,289,0,0,0,0,1,1
10475,18534,4240,11917,96,203,9,1472,597
14737,1752,1722,2,10,4,0,4,10
14830,8517,8036,223,17,123,0,24,94
12417,234,217,10,0,1,0,1,5
12494,353,344,3,0,2,0,0,4
14837,2077,2041,14,4,1,0,0,17
14871,1831,1802,8,1,4,0,2,14
11102,14083,8946,1242,78,1851,8,1424,534
13159,2024,1973,12,8,12,0,6,13
12121,720,708,5,2,4,0,0,1
13062,76,72,2,0,2,0,0,0
13104,6006,5602,85,13,253,0,5,48
13209,5717,5486,65,51,34,1,24,56
13033,1337,1306,4,9,0,1,0,17
14031,3666,3584,21,7,34,1,6,13
14213,9254,5440,1788,151,606,13,984,272
14889,635,621,2,0,0,0,3,9
12847,293,286,2,0,1,0,0,4
12874,77,75,0,0,0,0,0,2
13076,860,852,2,1,0,0,1,4
13782,332,326,0,1,0,0,1,4
13122,417,408,3,1,1,2,0,2
10012,13338,10689,261,14,1827,3,224,320
13116,1404,1362,7,8,21,0,2,4
10590,2452,2347,25,1,47,1,13,18
11771,3737,3379,90,5,117,0,93,53
12022,411,407,0,1,0,0,0,3
14590,2171,2091,38,7,3,0,14,18
12983,3524,3419,31,24,19,0,4,27
12545,1954,1855,31,3,16,2,28,19
10931,362,222,52,33,11,0,11,33
13415,33,32,0,0,0,0,1,0
11548,427,321,8,1,72,0,11,14
10941,4898,3624,728,24,149,1,248,124
10965,5390,5076,48,8,163,4,61,30
11716,3795,3626,41,3,65,0,35,25
12439,147,143,1,3,0,0,0,0
13087,79,77,1,0,0,0,1,0
14721,94,93,0,0,0,0,0,1
14772,1557,1521,2,18,2,0,2,12
14802,505,456,11,0,28,0,3,7
10173,0,0,0,0,0,0,0,0
12569,3835,3602,102,5,47,1,30,48
13034,776,770,2,1,0,0,1,2
13202,2292,854,1096,17,207,0,52,66
14856,80,79,0,0,0,0,0,1
12307,2769,981,1165,24,103,7,314,175
12768,414,388,10,0,3,0,8,5
12416,124,121,0,0,1,0,1,1
14009,2379,2340,2,7,7,1,6,16
11361,10645,6700,429,4,3009,3,327,173
14842,320,318,0,0,0,0,0,2
11203,26420,846,24237,71,317,10,375,564
13080,1426,1405,1,5,5,0,2,8
13309,2359,2343,0,5,4,0,0,7
14826,866,852,3,0,1,0,0,10
14415,52,52,0,0,0,0,0,0
14865,1106,1090,5,2,2,0,4,3
10989,3493,2927,165,10,280,0,53,58
12480,313,293,6,3,4,0,3,4
13820,7978,7550,166,17,108,1,48,88
11426,6056,3570,313,14,1604,1,321,233
12746,327,307,5,5,3,0,0,7
14816,198,193,0,1,1,1,1,1
10162,801,744,9,0,38,0,4,6
10301,14719,8745,3499,89,849,8,1040,489
11204,25449,18304,210,38,5485,9,1037,366
12919,1248,1214,3,5,6,1,2,17
10960,6206,4622,1079,12,187,0,190,116
14425,4055,3870,67,11,46,2,25,34
11222,17033,14717,345,35,727,5,778,426
13418,93,91,0,0,0,0,1,1
12786,292,274,4,0,3,0,5,6
11434,20244,417,18377,98,220,7,552,573
12155,819,799,4,0,3,0,1,12
12405,318,308,4,2,1,0,2,1
10171,0,0,0,0,0,0,0,0
13325,360,356,0,2,1,0,1,0
12748,842,806,9,1,7,0,8,11
13802,261,258,0,0,0,0,0,3
11958,256,240,8,0,0,0,8,0
12134,1510,1477,1,3,4,1,4,20
14033,869,863,1,1,2,0,1,1
14040,847,841,0,0,1,0,0,5
14224,17062,16731,119,34,73,0,33,72
13620,800,791,3,2,0,0,3,1
13639,89,86,1,1,0,0,0,1
10452,24796,4565,9895,354,333,23,7974,1652
11786,1933,1845,18,1,48,0,8,13
12422,139,138,0,0,1,0,0,0
14112,27,26,0,1,0,0,0,0
14712,1418,1408,3,0,3,0,0,4
11725,9688,9046,60,6,453,1,55,67
11960,438,430,0,1,1,0,2,4
13123,127,125,0,2,0,0,0,0
14489,2825,2604,160,8,6,0,22,25
10034,15007,6602,2106,158,382,10,4693,1056
10953,97,94,0,0,1,0,2,0
11977,856,803,12,2,9,1,19,10
12722,71,70,0,1,0,0,0,0
11427,7683,2629,2108,35,1908,8,636,359
13480,1368,1341,6,2,2,2,0,15
11740,3405,3093,134,6,97,0,37,38
14714,173,168,2,0,0,0,0,3
13788,424,412,5,0,1,0,1,5
14080,1724,1706,6,5,2,0,1,4
14620,11439,8657,1613,34,729,5,137,264
10524,1536,1460,27,3,15,1,13,17
12057,708,697,1,0,5,0,3,2
13901,8797,7917,508,20,117,0,89,146
14127,11816,11546,81,20,112,2,13,42
14723,481,476,2,0,0,0,1,2
11717,13670,7036,2521,140,289,11,2961,712
14171,849,830,11,3,0,0,0,5
14475,88,85,1,1,0,0,0,1
13036,3448,3391,4,18,8,0,3,24
13744,443,427,1,1,5,0,2,7
10940,17345,11805,2905,92,332,5,1731,475
12184,2773,2688,34,4,19,0,16,12
12785,384,359,10,0,3,0,6,6
12834,2634,2588,16,4,7,0,6,13
10461,19772,13024,1535,101,1490,10,3000,612
13030,1623,1586,9,9,5,0,1,13
13416,894,885,3,0,1,0,2,3
13608,625,610,5,0,0,0,3,7
14061,132,118,4,9,0,0,0,1
14589,3134,2919,135,11,10,0,33,26
10453,25307,4180,10678,382,264,32,8146,1625
11703,5739,5067,307,4,182,1,120,58
10549,5956,4907,261,22,237,0,402,127
14143,506,496,4,3,1,0,1,1
12029,431,426,2,0,2,0,0,1
12501,962,879,29,2,14,0,22,16
14070,2085,1832,7,216,4,0,6,20
12090,2517,2467,11,5,8,0,7,19
12567,1186,1126,9,4,9,2,19,17
14085,2572,2541,9,8,8,0,3,3
14303,2783,1913,675,67,24,1,34,69
14718,810,804,0,1,2,0,1,2
11791,8131,6567,41,8,1418,1,35,61
12747,571,493,43,3,8,0,16,8
12821,119,117,0,0,0,0,1,1
10128,32306,26476,1539,42,2935,6,677,631
11378,12762,10178,171,39,977,5,1155,237
11565,3143,2883,75,0,101,0,56,28
13658,886,870,0,3,1,0,3,9
14822,479,473,0,1,0,0,2,3
11726,6037,4305,863,30,124,0,555,160
12056,898,880,4,2,4,0,3,5
12428,2491,1942,273,28,38,0,135,75
10922,629,560,17,8,7,0,20,17
11788,5830,5221,135,6,349,0,64,55
12846,1335,1306,2,5,2,0,4,16
10013,12096,7388,294,8,4064,4,94,244
14824,277,266,2,1,2,0,1,5
13433,717,709,2,0,0,0,0,6
12546,1262,1175,23,5,6,0,38,15
13815,5788,5609,51,21,30,0,18,59
12423,477,469,1,0,1,0,1,5
10932,23,23,0,0,0,0,0,0
12977,49,48,0,0,1,0,0,0
11021,7846,6610,151,8,834,2,110,131
12169,126,123,0,0,0,0,0,3
12153,328,321,2,0,0,0,0,5
12449,1184,1107,20,4,23,0,6,24
11542,10011,8044,640,25,426,8,669,199
14777,281,279,0,0,2,0,0,0
13468,187,185,0,0,0,0,0,2
13618,774,758,3,0,0,1,5,7
10167,0,0,0,0,0,0,0,0
12516,675,657,2,0,4,1,3,8
14039,45,45,0,0,0,0,0,0
12052,603,593,0,0,5,0,0,5
12955,166,160,0,3,0,0,0,3
14075,17368,17040,101,41,69,1,47,69
12824,385,379,0,0,0,0,0,6
12932,546,540,1,1,1,0,0,3
13074,1649,1622,7,7,1,0,2,10
14806,870,861,1,2,1,0,1,4
11965,271,262,3,1,1,0,1,3
12725,120,117,1,1,0,0,0,1
13619,4240,4003,106,18,34,4,35,40
14550,636,624,1,1,1,0,2,7
11704,13547,11186,1478,29,298,5,340,211
12124,255,246,5,0,1,0,1,2
10952,9080,8237,509,9,176,3,69,77
11101,10429,5157,2063,57,1536,3,1201,412
11219,26177,18526,391,53,5305,15,1429,458
14025,1196,1182,1,3,2,1,3,4
13807,499,484,3,2,4,0,3,3
14588,32,32,0,0,0,0,0,0
10607,2255,1155,666,7,216,1,156,54
12205,11663,10362,600,20,477,0,78,126
13212,8775,8402,174,45,70,4,27,53
13320,857,842,6,1,2,0,1,5
10028,25158,22275,451,17,1820,6,223,366
10925,1917,1790,37,10,27,0,31,22
13072,372,364,1,3,2,0,0,2
14150,18637,17844,325,65,224,1,72,106
14607,9647,7843,1167,36,257,3,128,213
11804,1745,1645,6,1,79,0,3,11
13060,1121,1095,2,3,3,0,8,10
11105,16120,13043,339,31,1391,5,893,418
14141,3071,3027,7,11,9,1,3,13
10302,6002,3375,1325,36,216,6,818,226
12985,414,406,3,1,0,0,1,3
14516,945,900,16,4,0,0,9,16
11372,23906,12946,848,139,4458,10,4318,1187
13110,939,927,1,7,2,0,2,0
13112,739,727,4,1,0,1,2,4
13459,891,869,4,1,3,0,8,6
14035,54,54,0,0,0,0,0,0
12206,6814,2855,3124,40,314,3,264,214
13042,920,903,3,6,2,0,0,6
13215,5443,5145,150,35,49,3,21,40
14715,1092,1081,4,2,1,0,0,4
10546,454,395,9,0,46,0,4,0
10805,7501,5412,1166,15,280,6,432,190
12418,226,224,0,0,0,0,0,2
11932,608,497,77,3,3,0,26,2
12860,307,304,0,0,1,0,0,2
13471,1293,1273,6,2,4,0,1,7
11371,0,0,0,0,0,0,0,0
13680,445,435,4,0,0,0,1,5
12413,1290,1225,17,11,11,0,12,14
11507,2467,1793,14,2,585,0,28,45
11558,2916,2623,29,1,60,0,148,55
12975,118,114,0,0,3,0,0,1
10040,15718,7189,1786,150,519,7,4956,1111
11941,753,724,10,0,3,0,10,6
12508,7218,5354,1141,29,198,1,316,179
13776,223,218,2,0,0,0,0,3
13039,6569,6325,120,16,56,2,14,36
13157,357,353,0,1,2,0,0,1
13450,45,45,0,0,0,0,0,0
14533,755,730,9,3,3,0,3,7
12032,382,375,0,0,1,0,1,5
12122,1962,1912,6,9,6,0,7,22
12087,403,394,2,0,2,0,1,4
13057,6506,6195,116,36,83,2,15,59
14032,2686,2591,30,2,52,0,0,11
12749,145,133,7,0,1,0,3,1
13674,51,51,0,0,0,0,0,0
14571,496,472,11,3,0,0,0,10
12502,485,471,4,1,3,1,1,4
14502,4064,3940,41,4,43,0,10,26
14720,290,281,1,1,1,0,3,3
10001,11031,7609,771,36,1879,2,424,310
13355,305,296,2,3,0,0,2,2
10567,6585,5633,405,13,242,2,193,97
14202,1892,1331,376,11,42,0,85,47
12883,2089,2045,5,6,13,0,1,19
12192,690,669,7,2,3,0,2,7
12887,1997,1951,5,5,3,1,15,17
12959,534,526,0,7,0,1,0,0
13117,74,74,0,0,0,0,0,0
14874,112,110,0,0,0,0,1,1
10990,7392,6799,296,17,74,0,113,93
10304,14438,7582,4157,77,1134,5,1118,365
12788,841,765,42,1,17,0,10,6
13650,566,551,0,2,3,0,5,5
12570,2540,2370,60,3,74,0,15,18
13834,60,58,1,0,0,0,0,1
14787,2132,2091,9,1,4,1,11,15
10280,4053,2956,120,2,829,3,53,90
12810,258,253,0,1,0,0,0,4
10518,448,413,2,1,23,0,1,8
11739,405,395,2,0,6,0,1,1
13743,1496,1460,12,4,1,1,1,17
11731,10225,9556,97,7,410,4,90,61
11752,3009,2810,69,4,47,1,50,28
12526,1502,1452,14,3,10,0,8,15
13617,3534,3412,42,11,40,0,5,24
12736,53,51,0,1,1,0,0,0
13784,72,72,0,0,0,0,0,0
11425,0,0,0,0,0,0,0,0
12078,9812,9440,180,19,38,1,40,94
14740,539,530,0,2,0,0,0,7
12989,448,438,0,6,0,0,0,4
14861,572,563,2,0,1,0,0,6
10977,15078,7444,5144,47,807,8,1219,409
14094,20875,19419,937,68,113,2,96,240
13327,814,799,1,0,2,1,0,11
12173,687,659,8,2,1,1,9,7
12967,441,432,2,4,0,0,1,2
13341,39,38,0,0,0,0,0,1
11423,9559,1665,4443,75,1574,12,1080,710
11201,23325,16873,3076,57,2077,7,603,632
11697,1736,1710,1,2,7,1,6,9
12590,13176,11153,819,26,580,2,399,197
13862,1619,1578,6,3,6,0,5,21
14067,1896,1855,9,7,4,2,7,12
10589,3771,3624,33,8,85,1,6,14
10709,3595,3299,26,8,197,0,43,22
10152,0,0,0,0,0,0,0,0
11514,1758,1500,53,1,127,0,49,28
12131,47,44,0,0,0,0,0,3
13156,837,821,2,7,1,0,0,6
11208,29211,4541,15227,313,1873,20,5798,1439
11718,1126,1081,18,1,13,0,6,7
13648,976,962,1,3,1,0,1,8
14572,2060,2018,16,6,5,0,2,13
14880,668,660,2,0,1,1,1,3
11561,16489,14765,709,27,313,5,457,213
12309,11926,10689,336,13,683,5,72,128
11429,7290,471,5970,40,214,5,323,267
13071,392,381,4,0,1,0,2,4
13473,292,289,1,0,0,0,0,2
10804,4961,4356,359,1,161,2,41,41
13797,850,836,0,3,3,0,1,7
10017,10763,8289,284,8,1899,6,96,181
10464,2089,1842,69,11,45,2,81,39
10562,10746,7396,1329,40,486,3,1180,312
10974,1075,969,32,4,26,0,28,16
11709,2471,2385,8,7,34,0,19,18
12724,117,113,1,0,1,0,1,1
13166,2205,2171,6,7,3,0,4,14
12074,1159,1141,3,1,1,0,4,9
14454,3247,3113,29,4,54,1,13,33
12701,4474,3017,962,23,70,1,283,118
12159,3306,3022,70,5,171,1,12,25
10036,15183,10258,1378,48,2389,6,649,455
12196,1176,1156,7,1,3,0,2,7
13622,932,919,4,3,1,0,1,4
14470,3170,3087,31,6,5,1,16,24
12453,146,139,2,0,0,0,0,5
12421,222,218,2,0,1,0,0,1
12779,907,583,153,9,7,2,125,28
10708,9062,8005,453,8,311,1,176,108
12778,294,278,7,0,3,0,2,4
13360,158,156,0,0,1,0,1,0
13839,586,565,7,3,2,0,2,7
14559,6827,6594,97,20,44,0,31,41
11579,1983,1887,27,4,30,0,19,16
12946,2409,2358,12,5,17,0,2,15
11563,8677,7789,246,9,291,0,248,94
12041,187,185,1,0,0,0,0,1
12979,1087,1064,5,2,9,0,1,6
11096,2536,1242,778,14,52,1,361,88
10980,4724,4265,165,4,103,1,124,62
14568,2203,2152,16,3,11,0,6,15
12065,17086,15857,346,30,577,5,89,182
14086,12194,11966,101,25,47,0,18,37
13808,748,734,2,1,0,0,3,8
11050,10978,9273,188,17,966,0,346,188
13331,101,100,0,0,0,0,0,1
14537,82,80,1,0,0,0,0,1
14542,39,39,0,0,0,0,0,0
12023,894,882,6,0,1,0,0,5
14867,2285,2198,26,11,11,1,5,33
14539,92,90,0,0,0,0,0,2
14846,314,311,0,0,1,0,1,1
10973,728,675,12,1,14,0,14,12
14624,14342,12760,1151,33,197,2,80,119
10604,4017,3180,329,14,163,1,247,83
12456,233,224,5,0,0,0,3,1
14514,2467,2231,149,4,47,0,18,18
12018,3050,3005,14,4,5,0,5,17
12523,770,754,5,1,5,0,1,4
10958,1017,932,38,1,11,0,29,6
12083,1555,1522,10,3,6,0,1,13
14741,753,743,0,5,2,0,0,3
12076,654,632,6,1,1,0,2,12
12172,137,129,3,1,1,0,0,3
12186,2565,2499,18,1,28,0,1,18
13367,3368,3297,24,10,7,3,7,20
14886,2805,2743,14,6,9,0,6,27
12750,75,73,0,0,0,0,1,1
10532,1707,1612,14,1,44,0,27,9
13324,877,864,1,4,3,0,1,4
12130,386,377,2,0,1,0,0,6
12042,120,117,1,0,0,0,0,2
10706,3363,2988,85,6,172,0,64,48
14731,758,748,0,3,1,0,0,6
12185,773,752,4,4,1,0,4,8
12450,94,90,0,1,0,0,1,2
12468,449,443,1,0,0,1,0,4
12866,15618,14898,308,29,157,4,59,163
13830,1944,1889,14,7,7,0,5,22
10011,30294,25338,1094,50,2453,15,659,685
10020,0,0,0,0,0,0,0,0
10465,15770,11534,1612,94,349,8,1767,406
12582,1374,1307,21,1,23,0,9,13
11973,0,0,0,0,0,0,0,0
13626,859,842,5,1,1,0,2,8
10509,6952,6395,147,18,127,5,172,88
11411,5893,157,5483,25,27,3,66,132
12503,314,302,6,1,1,0,1,3
14727,2261,2225,8,6,3,0,11,8
11023,3130,2775,46,2,200,0,19,88
12903,591,570,6,1,10,0,0,4
14616,12050,10845,770,33,123,2,159,118
12404,1378,1312,26,2,6,0,14,18
12784,35,30,2,0,1,0,2,0
14138,750,734,3,9,0,0,0,4
10986,670,631,19,2,5,0,8,5
11550,16033,3667,8951,80,254,6,2373,702
13413,6818,6508,61,3,193,0,14,39
13778,2458,2423,7,5,5,0,1,17
14717,288,285,0,0,1,0,1,1
13843,781,769,2,1,1,0,2,6
10968,1169,1038,42,0,60,0,16,13
11961,5589,5207,225,5,74,1,38,39
13469,320,317,1,0,1,0,0,1
11753,4159,3246,57,2,805,0,16,33
13811,1695,1661,3,5,6,1,5,14
12514,1122,1083,16,2,3,1,9,8
12929,454,443,3,1,0,0,0,7
12942,297,294,0,1,1,0,1,0
14605,4514,1023,2454,15,41,3,820,158
14619,5727,1543,3933,20,39,0,53,139
11727,11015,8728,1237,28,457,4,339,222
11783,7241,7023,29,2,120,0,33,34
12852,207,205,0,1,0,0,1,0
12943,229,225,0,0,1,0,0,3
13484,67,67,0,0,0,0,0,0
13692,15,15,0,0,0,0,0,0
10583,13710,11634,269,6,1555,2,116,128
10979,103,98,0,1,1,0,1,2
11768,7942,7723,29,7,121,2,31,29
10473,20571,4921,9623,231,272,18,4394,1112
10962,1839,1405,82,3,267,1,58,23
14719,1346,1331,2,7,0,0,1,5
14707,89,88,0,0,0,0,0,1
12459,85,81,1,0,1,0,1,1
12123,2115,2063,25,2,7,0,4,14
14462,245,240,1,0,2,0,1,1
14521,1100,1072,5,1,2,0,5,15
10471,9305,7000,1012,33,452,2,589,217
12815,386,377,2,0,0,0,0,7
11510,10763,6731,2857,30,391,2,498,254
12043,3140,3041,19,6,32,2,9,31
13437,194,193,0,1,0,0,0,0
12521,684,658,10,1,4,0,3,8
13069,9683,9434,54,42,23,2,42,86
13326,2450,2378,4,2,43,0,6,17
13486,336,332,0,0,2,0,0,2
14858,597,585,1,3,1,1,0,6
11228,15572,11965,102,27,2719,3,562,194
13860,37,37,0,0,0,0,0,0
14036,2044,2012,11,8,0,0,1,12
14512,1957,1929,4,2,5,1,1,15
10911,1,1,0,0,0,0,0,0
12862,8,8,0,0,0,0,0,0
10005,4251,2995,144,5,897,2,91,117
10305,15145,12273,641,37,1266,9,659,260
11420,12918,2411,4450,147,2288,18,2226,1378
13310,246,244,1,0,0,0,0,1
13730,1181,1158,1,7,3,0,3,9
10026,14199,3483,8337,80,590,8,1086,615
12460,110,106,2,0,0,0,0,2
13475,12,12,0,0,0,0,0,0
14060,180,178,1,0,0,0,0,1
14301,5939,4176,1362,140,64,0,47,150
10560,1660,1597,12,2,15,0,18,16
12469,302,297,1,0,1,0,0,3
13158,693,678,2,3,1,0,1,8
13731,562,542,7,2,3,0,4,4
10527,283,276,3,0,3,0,0,1
11749,1030,735,125,1,53,0,95,21
13439,1671,1643,2,8,4,0,5,9
11706,19005,12954,2974,87,503,6,1879,602
13777,275,271,2,0,0,0,0,2
14546,1961,1833,72,4,16,0,14,22
11209,31065,25616,640,81,2758,12,1257,701
12431,568,560,2,0,3,0,1,2
10701,23124,10489,7256,201,793,11,3466,908
13051,68,65,0,0,1,0,0,2
12137,664,648,3,1,2,0,4,6
13420,613,600,2,4,1,0,1,5
10451,17106,3251,8244,216,274,15,4139,967
12183,1286,1191,50,3,17,1,7,17
10601,5588,3477,1060,18,525,0,307,201
10985,19,18,1,0,0,0,0,0
11714,7996,7533,35,3,284,1,78,62
11751,5321,4885,161,5,100,3,102,65
12732,364,353,4,1,1,0,3,2
13695,39,38,0,1,0,0,0,0
14564,5536,5364,40,9,83,2,11,27
10926,1250,973,119,7,84,1,43,23
13470,291,288,0,0,0,0,0,3
14069,366,363,1,1,1,0,0,0
11374,19311,12745,694,33,4468,8,796,567
12174,126,122,1,0,0,0,1,2
14024,626,617,4,2,0,0,0,3
12507,59,56,0,0,1,0,0,2
13077,2639,2600,11,2,10,1,6,9
14227,10654,9837,507,24,189,1,24,72
12783,622,578,14,1,2,0,18,9
14120,19046,18540,168,64,133,3,37,101
14126,282,276,2,1,0,0,1,2
12075,1304,1273,11,2,6,0,7,5
13020,53,51,0,0,1,0,0,1
14736,104,101,0,0,0,0,1,2
10504,2605,2446,14,0,122,0,11,12
14225,15115,13652,1131,35,145,1,54,97
14615,6867,4945,1409,20,136,0,212,145
10172,0,0,0,0,0,0,0,0
11756,13935,12735,97,10,674,1,264,154
12027,1483,1461,3,4,9,0,1,5
12198,3123,3043,25,5,25,1,2,22
10022,19253,16959,236,15,1640,5,146,252
12489,224,197,11,2,3,0,8,3
13424,870,857,7,1,1,2,0,2
13693,215,212,1,0,0,0,0,2
14486,122,121,0,0,0,0,1,0
14627,0,0,0,0,0,0,0,0
11233,25693,1368,22078,163,186,6,1181,711
12550,18381,11483,4122,127,295,9,1856,489
14302,107,88,16,1,0,0,2,0
11239,6280,2272,3406,19,143,2,291,147
12776,928,886,11,3,8,1,11,8
14726,574,570,1,1,0,0,1,1
10523,2514,1255,669,6,251,0,255,78
14135,51,50,0,0,0,0,0,1
10707,4049,3366,326,6,220,1,78,52
11436,5353,171,4205,46,295,4,350,282
12150,393,379,6,0,0,0,2,6
12304,8627,6311,1271,49,241,9,381,365
13464,452,445,0,4,1,0,1,1
14505,2055,2017,7,6,2,0,11,12
12978,149,146,1,0,0,0,0,2
14898,558,551,2,2,0,0,0,3
12844,87,85,0,0,1,0,0,1
13754,1348,1320,12,4,0,0,3,9
10976,622,551,13,0,41,0,10,7
12814,738,725,2,1,3,1,2,4
14026,272,269,0,0,1,0,1,1
14208,4373,353,3918,11,7,1,26,57
14102,469,467,0,2,0,0,0,0
12010,12069,10842,266,42,75,2,673,169
12053,1723,1693,6,4,1,0,2,17
12842,568,558,2,3,2,0,1,2
13323,4204,4089,28,2,54,0,8,23
10307,4925,4671,27,5,101,2,72,47
13677,31,30,0,0,0,0,0,1
13827,4812,4676,38,10,30,1,12,45
12019,5737,5569,40,9,65,1,16,37
14145,633,628,0,0,0,1,0,4
11430,0,0,0,0,0,0,0,0
14468,6799,6630,68,16,26,1,14,44
12804,10930,10699,66,16,68,1,20,60
13774,87,85,2,0,0,0,0,0
14541,955,937,5,3,1,0,1,8
14555,463,447,9,0,1,0,1,5
12913,494,483,0,1,0,0,2,8
14610,7145,6395,445,13,148,4,52,88
12203,12840,10976,925,13,589,7,125,205
14532,1780,1748,5,4,4,0,6,13
11901,9677,7506,1254,59,86,9,562,201
13362,21,21,0,0,0,0,0,0
13628,95,88,2,1,2,0,1,1
13679,721,709,1,2,0,0,1,8
14052,6865,6798,12,3,19,0,9,24
11042,1,1,0,0,0,0,0,0
12524,5931,5043,313,10,392,1,96,76
12937,631,555,4,58,0,0,0,14
12957,704,688,2,8,3,0,1,2
13061,442,436,1,1,0,0,2,2
13409,915,889,2,16,1,1,1,5
13603,2992,2233,412,27,61,37,112,110
13142,2576,2534,6,12,5,0,4,15
13421,5847,5584,49,116,32,2,11,53
12886,122,120,0,0,0,0,0,2
11355,28837,6158,1257,62,19065,6,1462,827
13208,9048,6672,1237,128,615,1,149,246
14445,3505,3315,83,7,26,0,30,44
11742,4649,4294,71,3,188,1,52,40
10988,323,309,6,0,2,0,3,3
11226,36101,3910,27833,154,950,18,2071,1165
12166,539,528,1,2,3,0,2,3
12170,1862,1816,13,3,5,0,4,21
11364,13287,7710,330,12,4760,2,291,182
12770,121,116,3,1,0,1,0,0
13601,15470,14057,701,89,221,18,134,250
11004,4975,3057,263,11,1390,2,115,137
10311,0,0,0,0,0,0,0,0
11746,20825,16614,1411,54,1209,3,1094,440
14057,3114,3083,7,5,1,0,7,11
10310,8361,5031,1894,40,398,2,749,247
11572,10749,10169,83,7,234,0,175,81
11930,616,592,7,1,6,0,8,2
11972,470,434,9,1,4,1,20,1
12960,464,458,0,1,1,0,1,3
10044,4501,2642,685,10,842,15,154,153
12475,149,145,0,0,0,0,3,1
14109,1,1,0,0,0,0,0,0
